SR. NO.,CCMS NO,Zone,Latitude,Longitude,Type of Light,No. Of Lights,Wattage,Ward No.,Wattage,Connected Load,,,,,Unique Pole No.
18,WZ-105-013,West,28.641007,77.120579,LED,1,72,105,72,72,,,,
19,WZ-105-013,West,28.641154,77.120913,LED,1,72,105,72,72,,,,
20,WZ-105-013,West,28.641258,77.121231,LED,1,72,105,72,72,,,,
21,WZ-105-013,West,28.641511,77.12112,LED,2,"45X1,72X1",105,"45X1,72X1",117,,,,
22,WZ-105-013,West,28.641331,77.121257,LED,2,72X2,105,72,144,,,,
23,WZ-105-013,West,28.641162,77.12136,LED,2,72X2,105,72,144,,,,
24,WZ-105-013,West,28.640724,77.121851,LED,2,72X2,105,72,144,,,,
25,WZ-105-013,West,28.640282,77.121833,LED,1,72,105,72,72,,,,
26,WZ-105-013,West,28.639812,77.121803,LED,2,72X2,105,72,144,,,,
27,WZ-105-013,West,28.639606,77.121448,LED,1,72,105,72,72,,,,
28,WZ-105-013,West,28.640092,77.121537,LED,2,"72X1,70X1",105,"72X1,70X1",142,,,,
29,WZ-105-013,West,28.640012,77.121225,LED,2,"72X1,70X1",105,"72X1,70X1",142,,,,
30,WZ-105-013,West,28.640448,77.121546,LED,1,72,105,72,72,,,,
31,WZ-105-013,West,28.640622,77.121489,LED,1,72,105,72,72,,,,
32,WZ-105-013,West,28.640406,77.121468,LED,2,72X2,105,72,144,,,,
33,WZ-105-013,West,28.640354,77.121314,LED,1,72,105,72,72,,,,
34,WZ-105-013,West,28.64032,77.121177,LED,1,45,105,45,45,,,,
35,WZ-105-013,West,28.640199,77.121071,LED,1,72,105,72,72,,,,
36,WZ-105-013,West,28.640151,77.120889,LED,1,72,105,72,72,,,,
37,WZ-105-013,West,28.640287,77.120599,LED,1,72,105,72,72,,,,
38,WZ-105-013,West,28.640339,77.120611,LED,2,70X2,105,70,140,,,,
39,WZ-105-013,West,28.640411,77.120687,LED,2,140X2,105,140,280,,,,
40,WZ-105-013,West,28.640426,77.120702,LED,1,70,105,70,70,,,,
41,WZ-105-013,West,28.640504,77.120924,LED,2,70X2,105,70,140,,,,
47,WZ-105-013,West,28.640524,77.121465,LED,1,70,105,70,70,,,,
48,WZ-105-013,West,28.640459,77.121376,LED,1,70,105,70,70,,,,
49,WZ-105-013,West,28.640498,77.121197,LED,4,140X4,105,140,560,,,,
51,WZ-105-013,West,28.64036,77.121143,LED,1,70,105,70,70,,,,
52,WZ-105-013,West,28.640284,77.120887,LED,1,70,105,70,70,,,,
53,WZ-105-013,West,28.640273,77.120864,LED,2,140X2,105,140,280,,,,
54,WZ-105-013,West,28.640287,77.12077,LED,1,70,105,70,70,,,,
55,WZ-105-013,West,28.639959,77.120981,LED,1,35,105,35,35,,,,
57,WZ-105-013,West,28.639899,77.120892,LED,1,35,105,35,35,,,,
58,WZ-105-013,West,28.639895,77.120758,LED,1,35,105,35,35,,,,
59,WZ-105-013,West,28.639946,77.120476,LED,1,35,105,35,35,,,,
60,WZ-105-013,West,28.639893,77.120336,LED,1,35,105,35,35,,,,
61,WZ-105-013,West,28.639886,77.12011,LED,1,35,105,35,35,,,,
62,WZ-105-013,West,28.640002,77.120382,LED,1,35,105,35,35,,,,
63,WZ-105-013,West,28.640126,77.120281,LED,1,72,105,72,72,,,,
64,WZ-105-013,West,28.640208,77.120193,LED,1,35,105,35,35,,,,
65,WZ-105-013,West,28.640158,77.120127,LED,1,35,105,35,35,,,,
69,WZ-105-013,West,28.6405,77.120143,LED,1,72,105,72,72,,,,
76,WZ-105-013,West,28.639991,77.119943,LED,1,72,105,72,72,,,,
77,WZ-105-013,West,28.640007,77.119634,LED,2,72X2,105,72,144,,,,
78,WZ-105-013,West,28.639933,77.11935,LED,1,72,105,72,72,,,,
79,WZ-105-013,West,28.639856,77.119135,LED,1,72,105,72,72,,,,
81,WZ-105-013,West,28.639769,77.118805,LED,1,72,105,72,72,,,,
82,WZ-105-013,West,28.639714,77.118667,LED,1,45,105,45,45,,,,
83,WZ-105-013,West,28.639659,77.118477,LED,1,72,105,72,72,,,,
84,WZ-105-013,West,28.639612,77.118152,LED,1,45,105,45,45,,,,
85,WZ-105-013,West,28.639783,77.117851,LED,1,72,105,72,72,,,,
86,WZ-105-013,West,28.639544,77.117903,LED,2,"45X1,72X1",105,"45X1,72X1",117,,,,
88,WZ-105-013,West,28.639424,77.117539,LED,2,"45X1,72X1",105,"45X1,72X1",117,,,,
89,WZ-105-013,West,28.639019,77.117499,LED,2,"45X1,72X1",105,"45X1,72X1",117,,,,
90,WZ-105-013,West,28.638711,77.117515,LED,1,45,105,45,45,,,,
91,WZ-105-013,West,28.638436,77.11752,LED,2,"45X1,72X1",105,"45X1,72X1",117,,,,
92,WZ-105-013,West,28.637866,77.117708,LED,2,"45X1,72X1",105,"45X1,72X1",117,,,,
93,WZ-105-013,West,28.637854,77.117702,LED,2,"45X1,72X1",105,"45X1,72X1",117,,,,
94,WZ-105-013,West,28.638023,77.117658,LED,2,"45X1,72X1",105,"45X1,72X1",117,,,,
95,WZ-105-013,West,28.638331,77.117695,LED,1,72,105,72,72,,,,
96,WZ-105-013,West,28.638384,77.117787,LED,2,72X2,105,72,144,,,,
98,WZ-105-013,West,28.638819,77.117835,LED,2,72X2,105,72,144,,,,
99,WZ-105-013,West,28.639096,77.117747,LED,1,45,105,45,45,,,,
100,WZ-105-013,West,28.638944,77.117897,LED,1,35,105,35,35,,,,
101,WZ-105-013,West,28.638944,77.117897,LED,1,35,105,35,35,,,,
102,WZ-105-013,West,28.638944,77.117897,LED,1,35,105,35,35,,,,
103,WZ-105-013,West,28.638944,77.117897,LED,1,35,105,35,35,,,,
104,WZ-105-013,West,28.638944,77.117897,LED,1,72,105,72,72,,,,
106,WZ-105-013,West,28.639108,77.118229,LED,1,45,105,45,45,,,,
107,WZ-105-013,West,28.638786,77.118274,LED,1,72,105,72,72,,,,
108,WZ-105-013,West,28.638786,77.118283,LED,1,45,105,45,45,,,,
109,WZ-105-013,West,28.638583,77.118347,LED,1,72,105,72,72,,,,
110,WZ-105-013,West,28.638455,77.118366,LED,2,"45X1,72X1",105,"45X1,72X1",117,,,,
111,WZ-105-013,West,28.638404,77.1187,LED,2,"45X1,72X1",105,"45X1,72X1",117,,,,
113,WZ-105-013,West,28.638462,77.118758,LED,2,"45X1,72X1",105,"45X1,72X1",117,,,,
114,WZ-105-013,West,28.638794,77.11877,LED,1,72,105,72,72,,,,
116,WZ-105-013,West,28.638988,77.118631,LED,1,35,105,35,35,,,,
117,WZ-105-013,West,28.638994,77.118724,LED,1,35,105,35,35,,,,
119,WZ-105-013,West,28.638978,77.118844,LED,1,35,105,35,35,,,,
120,WZ-105-013,West,28.638977,77.118844,LED,1,35,105,35,35,,,,
121,WZ-105-013,West,28.639051,77.118811,LED,1,72,105,72,72,,,,
122,WZ-105-013,West,28.639255,77.118772,LED,1,72,105,72,72,,,,
123,WZ-105-013,West,28.638375,77.119154,LED,2,"45X1,72X1",105,"45X1,72X1",117,,,,
125,WZ-105-013,West,28.638418,77.119226,LED,2,72X2,105,72,144,,,,
126,WZ-105-013,West,28.638855,77.11921,LED,1,72,105,72,72,,,,
127,WZ-105-013,West,28.639269,77.119178,LED,1,72,105,72,72,,,,
1,HVDS,West ,28.651981,77.124573,LED,1,72,101,72,72,,,,
3,HVDS,West ,28.651847,77.124608,LED,1,70,101,70,70,,,,
1,HVDS,West ,28.655275,77.132803,LED,1,70,101,70,70,,,,
1,HVDS,West,28.643093,77.124971,LED,4,140X4,105,140,560,,,,
2,HVDS,West,28.642374,77.124741,LED,1,40,105,40,40,,,,
3,HVDS,West,28.642725,77.124955,LED,1,18,105,18,18,,,,
4,HVDS,West,28.642695,77.124793,LED,1,40,105,40,40,,,,
5,HVDS,West,28.642569,77.12459,LED,1,18,105,18,18,,,,
6,HVDS,West,28.642579,77.124586,LED,1,18,105,18,18,,,,
7,HVDS,West,28.642456,77.124356,LED,1,18,105,18,18,,,,
8,HVDS,West,28.642348,77.124153,LED,1,40,105,40,40,,,,
9,HVDS,West,28.642316,77.124189,LED,1,18,105,18,18,,,,
10,HVDS,West,28.642194,77.124297,LED,1,35,105,35,35,,,,
11,HVDS,West,28.642122,77.124413,LED,1,18,105,18,18,,,,
12,HVDS,West,28.642102,77.124443,LED,1,18,105,18,18,,,,
13,HVDS,West,28.642024,77.124532,LED,1,35,105,35,35,,,,
14,HVDS,West,28.641972,77.124623,LED,1,18,105,18,18,,,,
15,HVDS,West,28.64192,77.124725,LED,1,18,105,18,18,,,,
16,HVDS,West,28.641852,77.124755,LED,1,40,105,40,40,,,,
17,HVDS,West,28.641743,77.124931,LED,1,18,105,18,18,,,,
18,HVDS,West,28.641685,77.125008,LED,1,35,105,35,35,,,,
19,HVDS,West,28.641604,77.125125,LED,1,18,105,18,18,,,,
20,HVDS,West,28.641584,77.125194,LED,1,18,105,18,18,,,,
21,HVDS,West,28.641488,77.125404,LED,1,35,105,35,35,,,,
22,HVDS,West,28.641482,77.125514,LED,1,40,105,40,40,,,,
23,HVDS,West,28.641459,77.125575,LED,1,40,105,40,40,,,,
24,HVDS,West,28.641476,77.125693,LED,1,40,105,40,40,,,,
25,HVDS,West,28.641613,77.125661,LED,1,40,105,40,40,,,,
26,HVDS,West,28.641657,77.125652,LED,1,35,105,35,35,,,,
27,HVDS,West,28.641761,77.125669,LED,1,40,105,40,40,,,,
28,HVDS,West,28.641735,77.125572,LED,4,140X4,105,140,560,,,,
29,HVDS,West,28.641724,77.125212,LED,1,18,105,18,18,,,,
30,HVDS,West,28.641938,77.124882,LED,1,18,105,18,18,,,,
31,HVDS,West,28.642021,77.125027,LED,1,40,105,40,40,,,,
32,HVDS,West,28.642189,77.125261,LED,1,18,105,18,18,,,,
33,HVDS,West,28.642183,77.125307,LED,1,18,105,18,18,,,,
34,HVDS,West,28.642323,77.125234,LED,1,40,105,40,40,,,,
35,HVDS,West,28.642349,77.125207,LED,1,18,105,18,18,,,,
36,HVDS,West,28.642462,77.125159,LED,1,18,105,18,18,,,,
37,HVDS,West,28.642492,77.125161,LED,1,40,105,40,40,,,,
38,HVDS,West,28.642538,77.125046,LED,1,40,105,40,40,,,,
39,HVDS,West,28.642613,77.125042,LED,1,18,105,18,18,,,,
40,HVDS,West,28.642633,77.12504,LED,1,18,105,18,18,,,,
41,HVDS,West,28.642619,77.125134,LED,1,18,105,18,18,,,,
42,HVDS,West,28.642631,77.125134,LED,1,18,105,18,18,,,,
43,HVDS,West,28.642506,77.125234,LED,1,18,105,18,18,,,,
44,HVDS,West,28.642323,77.125304,LED,1,18,105,18,18,,,,
45,HVDS,West,28.642231,77.125422,LED,1,18,105,18,18,,,,
46,HVDS,West,28.642301,77.125672,LED,1,40,105,40,40,,,,
47,HVDS,West,28.642177,77.125804,LED,1,35,105,35,35,,,,
48,HVDS,West,28.642076,77.125827,LED,1,35,105,35,35,,,,
49,HVDS,West,28.642044,77.125769,LED,1,40,105,40,40,,,,
50,HVDS,West,28.641815,77.125736,LED,1,18,105,18,18,,,,
51,HVDS,West,28.641837,77.125782,LED,4,140X4,105,140,560,,,,
52,HVDS,West,28.641858,77.125797,LED,1,40,105,40,40,,,,
53,HVDS,West,28.6419,77.12585,LED,1,35,105,35,35,,,,
54,HVDS,West,28.641803,77.125817,LED,1,35,105,35,35,,,,
55,HVDS,West,28.641737,77.125845,LED,1,35,105,35,35,,,,
56,HVDS,West,28.64159,77.12584,LED,1,40,105,40,40,,,,
57,HVDS,West,28.641478,77.125723,LED,2,140X2,105,140,280,,,,
58,HVDS,West,28.641513,77.125887,LED,1,18,105,18,18,,,,
59,HVDS,West,28.641731,77.125859,LED,1,18,105,18,18,,,,
60,HVDS,West,28.641691,77.12591,LED,1,40,105,40,40,,,,
61,HVDS,West,28.641727,77.12604,LED,4,140X4,105,140,560,,,,
62,HVDS,West,28.641924,77.126082,LED,1,18,105,18,18,,,,
63,HVDS,West,28.641762,77.126164,LED,1,18,105,18,18,,,,
64,HVDS,West,28.642024,77.126304,LED,1,18,105,18,18,,,,
65,HVDS,West,28.642266,77.126361,LED,1,35,105,35,35,,,,
66,HVDS,West,28.642428,77.126377,LED,1,18,105,18,18,,,,
67,HVDS,West,28.642581,77.126383,LED,1,35,105,35,35,,,,
68,HVDS,West,28.64256,77.126321,LED,1,40,105,40,40,,,,
69,HVDS,West,28.642483,77.126209,LED,1,35,105,35,35,,,,
70,HVDS,West,28.642434,77.126075,LED,1,40,105,40,40,,,,
71,HVDS,West,28.642397,77.126297,LED,1,40,105,40,40,,,,
72,HVDS,West,28.642359,77.125983,LED,1,40,105,40,40,,,,
73,HVDS,West,28.642298,77.125824,LED,1,40,105,40,40,,,,
74,HVDS,West,28.642462,77.12584,LED,1,18,105,18,18,,,,
75,HVDS,West,28.642472,77.12586,LED,1,18,105,18,18,,,,
76,HVDS,West,28.642548,77.126055,LED,1,40,105,40,40,,,,
77,HVDS,West,28.642639,77.126232,LED,1,18,105,18,18,,,,
79,HVDS,West,28.642669,77.126328,LED,1,35,105,35,35,,,,
80,HVDS,West,28.642706,77.12633,LED,1,18,105,18,18,,,,
81,HVDS,West,28.642768,77.126284,LED,1,35,105,35,35,,,,
82,HVDS,West,28.642889,77.126219,LED,1,18,105,18,18,,,,
83,HVDS,West,28.642957,77.12618,LED,1,18,105,18,18,,,,
84,HVDS,West,28.643108,77.126108,LED,1,18,105,18,18,,,,
85,HVDS,West,28.643053,77.125849,LED,1,35,105,35,35,,,,
86,HVDS,West,28.642999,77.125753,LED,1,18,105,18,18,,,,
87,HVDS,West,28.643005,77.125655,LED,1,35,105,35,35,,,,
88,HVDS,West,28.642948,77.125546,LED,3,140X3,105,140,420,,,,
89,HVDS,West,28.642833,77.125633,LED,1,18,105,18,18,,,,
90,HVDS,West,28.642917,77.125375,LED,1,18,105,18,18,,,,
91,HVDS,West,28.642861,77.125143,LED,1,140,105,140,140,,,,
92,HVDS,West,28.642857,77.125058,LED,1,140,105,140,140,,,,
2,WZ-114-027,West,28.640508,77.099872,LED,1,35,114,35,35,,,,
3,WZ-114-027,West,28.640587,77.100017,LED,1,35,114,35,35,,,,
4,WZ-114-027,West,28.640489,77.099983,LED,1,35,114,35,35,,,,
5,WZ-114-027,West,28.64057,77.100184,LED,1,72,114,72,72,,,,
6,WZ-114-027,West,28.640703,77.100099,LED,1,72,114,72,72,,,,
7,WZ-114-027,West,28.640733,77.100078,LED,1,72,114,72,72,,,,
8,WZ-114-027,West,28.640745,77.099966,LED,1,72,114,72,72,,,,
9,WZ-114-027,West,28.640556,77.099849,LED,1,72,114,72,72,,,,
10,WZ-114-027,West,28.640658,77.099716,LED,1,72,114,72,72,,,,
11,WZ-114-027,West,28.640632,77.099592,LED,1,72,114,72,72,,,,
12,WZ-114-027,West,28.640515,77.099406,LED,1,72,114,72,72,,,,
13,WZ-114-027,West,28.640497,77.099422,LED,1,72,114,72,72,,,,
14,WZ-114-027,West,28.640496,77.099586,LED,1,72,114,72,72,,,,
15,WZ-114-027,West,28.640346,77.099644,LED,1,72,114,72,72,,,,
16,WZ-114-027,West,28.640219,77.099763,LED,1,72,114,72,72,,,,
17,WZ-114-027,West,28.640376,77.099791,LED,1,72,114,72,72,,,,
18,WZ-114-027,West,28.640442,77.099961,LED,1,72,114,72,72,,,,
19,WZ-114-027,West,28.640441,77.100067,LED,1,72,114,72,72,,,,
20,WZ-114-027,West,28.640447,77.100137,LED,1,72,114,72,72,,,,
1,WZ-106-009,WEST,28.642942,77.103212,LED,2,72X2,106,72,144,,,,
2,WZ-106-009,WEST,28.642849,77.10312,LED,2,40X2,106,40,80,,,,
3,WZ-106-009,WEST,28.642803,77.103003,LED,2,40X2,106,40,80,,,,
4,WZ-106-009,WEST,28.64274,77.102875,LED,1,45,106,45,45,,,,
5,WZ-106-009,WEST,28.642869,77.102788,LED,1,45,106,45,45,,,,
6,WZ-106-009,WEST,28.64287,77.102941,LED,1,140,106,140,140,,,,
7,WZ-106-009,WEST,28.642971,77.103019,LED,2,40X2,106,40,80,,,,
8,WZ-106-009,WEST,28.642696,77.103338,LED,2,72X2,106,72,144,,,,
9,WZ-106-009,WEST,28.642447,77.103448,LED,1,45,106,45,45,,,,
10,WZ-106-009,WEST,28.642415,77.103483,LED,1,45,106,45,45,,,,
11,WZ-106-009,WEST,28.642382,77.103474,LED,2,72X2,106,72,144,,,,
12,WZ-106-009,WEST,28.642254,77.10322,LED,1,72,106,72,72,,,,
13,WZ-106-009,WEST,28.642152,77.102933,LED,1,72,106,72,72,,,,
14,WZ-106-009,WEST,28.642398,77.102827,LED,1,72,106,72,72,,,,
15,WZ-106-009,WEST,28.642661,77.102671,LED,2,72X2,106,72,144,,,,
16,WZ-106-009,WEST,28.64298,77.10253,LED,1,72,106,72,72,,,,
17,WZ-106-009,WEST,28.643215,77.102452,LED,2,"45x1,72x1",106,"45x1,72x1",117,,,,
18,WZ-106-009,WEST,28.643242,77.102516,LED,3,140X3,106,140,420,,,,
19,WZ-106-009,WEST,28.643301,77.10272,LED,2,72X2,106,72,144,,,,
20,WZ-106-009,WEST,28.643101,77.102811,LED,1,72,106,72,72,,,,
21,WZ-106-009,WEST,28.643476,77.103033,LED,1,45,106,45,45,,,,
22,WZ-106-009,WEST,28.643534,77.103362,LED,1,72,106,72,72,,,,
23,WZ-106-009,WEST,28.643671,77.10354,LED,2,72X2,106,72,144,,,,
24,WZ-106-009,WEST,28.643422,77.103959,LED,2,72X2,106,72,144,,,,
25,WZ-106-009,WEST,28.643358,77.104232,LED,1,72,106,72,72,,,,
26,WZ-106-009,WEST,28.643059,77.10419,LED,2,"45x1,72x1",106,"45x1,72x1",117,,,,
27,WZ-106-009,WEST,28.643218,77.104218,LED,1,35,106,35,35,,,,
28,WZ-106-009,WEST,28.643238,77.104391,LED,1,35,106,35,35,,,,
29,WZ-106-009,WEST,28.642942,77.104597,LED,1,35,106,35,35,,,,
30,WZ-106-009,WEST,28.64282,77.104437,LED,1,35,106,35,35,,,,
31,WZ-106-009,WEST,28.643005,77.104428,LED,2,140X2,106,140,280,,,,
32,WZ-106-009,WEST,28.643253,77.105022,LED,1,72,106,72,72,,,,
33,WZ-106-009,WEST,28.643124,77.105326,LED,1,72,106,72,72,,,,
34,WZ-106-009,WEST,28.643205,77.10524,LED,2,72X2,106,72,144,,,,
35,WZ-106-009,WEST,28.643064,77.105195,LED,2,72X2,106,72,144,,,,
38,WZ-106-009,WEST,28.642823,77.104697,LED,1,45,106,45,45,,,,
39,WZ-106-009,WEST,28.642731,77.104513,LED,1,45,106,45,45,,,,
40,WZ-106-009,WEST,28.642682,77.104353,LED,1,45,106,45,45,,,,
41,WZ-106-009,WEST,28.642631,77.104237,LED,1,45,106,45,45,,,,
42,WZ-106-009,WEST,28.642567,77.104079,LED,1,72,106,72,72,,,,
43,WZ-106-009,WEST,28.642633,77.104056,LED,1,35,106,35,35,,,,
44,WZ-106-009,WEST,28.642625,77.104045,LED,1,45,106,45,45,,,,
45,WZ-106-009,WEST,28.642773,77.103917,LED,2,72X2,106,72,144,,,,
46,WZ-106-009,WEST,28.642949,77.103853,LED,1,45,106,45,45,,,,
47,WZ-106-009,WEST,28.643124,77.103735,LED,2,"45x1,72x1",106,"45x1,72x1",117,,,,
48,WZ-106-009,WEST,28.643405,77.103595,LED,2,"72x1,45x1",106,"72x1,45x1",117,,,,
49,WZ-106-009,WEST,28.643386,77.103086,LED,1,45,106,45,45,,,,
1,WZ-114-006,West,28.636723,77.10145,LED,1,72,114,72,72,,,,
2,WZ-114-006,West,28.636786,77.101417,LED,1,72,114,72,72,,,,
3,WZ-114-006,West,28.63679,77.101286,LED,1,72,114,72,72,,,,
4,WZ-114-006,West,28.636769,77.101235,LED,1,72,114,72,72,,,,
5,WZ-114-006,West,28.636833,77.101029,LED,1,72,114,72,72,,,,
6,WZ-114-006,West,28.636861,77.10085,LED,1,72,114,72,72,,,,
7,WZ-114-006,West,28.636812,77.100767,LED,1,72,114,72,72,,,,
8,WZ-114-006,West,28.636818,77.101429,LED,2,72X2,114,72,144,,,,
9,WZ-114-006,West,28.637024,77.101466,LED,1,72,114,72,72,,,,
10,WZ-114-006,West,28.637142,77.101353,LED,2,72X2,114,72,144,,,,
11,WZ-114-006,West,28.637125,77.101121,LED,1,70,114,70,70,,,,
12,WZ-114-006,West,28.637112,77.100843,LED,2,72X2,114,72,144,,,,
13,WZ-114-006,West,28.636985,77.100671,LED,1,35,114,35,35,,,,
14,WZ-114-006,West,28.637067,77.100668,LED,1,35,114,35,35,,,,
15,WZ-114-006,West,28.637101,77.10152,LED,1,35,114,35,35,,,,
17,WZ-114-006,West,28.636966,77.10176,LED,1,35,114,35,35,,,,
18,WZ-114-006,West,28.637027,77.10175,LED,1,35,114,35,35,,,,
19,WZ-114-006,West,28.637202,77.101731,LED,1,35,114,35,35,,,,
20,WZ-114-006,West,28.637091,77.101643,LED,3,140X3,114,140,420,,,,
21,WZ-114-006,West,28.637217,77.101591,LED,1,72,114,72,72,,,,
22,WZ-114-006,West,28.637251,77.101462,LED,1,72,114,72,72,,,,
23,WZ-114-006,West,28.637547,77.101455,LED,1,70,114,70,70,,,,
24,WZ-114-006,West,28.63782,77.101484,LED,1,72,114,72,72,,,,
25,WZ-114-006,West,28.637942,77.101451,LED,2,72X2,114,72,144,,,,
26,WZ-114-006,West,28.63808,77.101456,LED,1,72,114,72,72,,,,
28,WZ-114-006,West,28.63732,77.101633,LED,4,140X4,114,140,560,,,,
29,WZ-114-006,West,28.637321,77.10164,LED,1,20,114,20,20,,,,
30,WZ-114-006,West,28.637325,77.101719,LED,1,72,114,72,72,,,,
31,WZ-114-006,West,28.63733,77.101779,LED,1,72,114,72,72,,,,
32,WZ-114-006,West,28.637422,77.101798,LED,1,72,114,72,72,,,,
33,WZ-114-006,West,28.637115,77.101832,LED,1,72,114,72,72,,,,
34,WZ-114-006,West,28.637121,77.101866,LED,1,72,114,72,72,,,,
35,WZ-114-006,West,28.637111,77.101925,LED,1,72,114,72,72,,,,
36,WZ-114-006,West,28.637172,77.102224,LED,1,72,114,72,72,,,,
37,WZ-114-006,West,28.637157,77.102591,LED,1,72,114,72,72,,,,
38,WZ-114-006,West,28.637095,77.102784,LED,1,72,114,72,72,,,,
39,WZ-114-006,West,28.637348,77.102017,LED,1,72,114,72,72,,,,
40,WZ-114-006,West,28.637329,77.102185,LED,1,72,114,72,72,,,,
41,WZ-114-006,West,28.637386,77.102202,LED,1,72,114,72,72,,,,
43,WZ-114-006,West,28.637377,77.102679,LED,1,72,114,72,72,,,,
44,WZ-114-006,West,28.637405,77.10273,LED,1,72,114,72,72,,,,
46,WZ-114-006,West,28.636778,77.101999,LED,2,72X2,114,72,144,,,,
47,WZ-114-006,West,28.636779,77.101994,LED,3,140X3,114,140,420,,,,
48,WZ-114-006,West,28.636828,77.102055,LED,1,72,114,72,72,,,,
49,WZ-114-006,West,28.636798,77.102108,LED,2,72X2,114,72,144,,,,
50,WZ-114-006,West,28.636774,77.102581,LED,1,72,114,72,72,,,,
51,WZ-114-006,West,28.636828,77.102762,LED,2,72X2,114,72,144,,,,
52,WZ-114-006,West,28.636762,77.103077,LED,1,72,114,72,72,,,,
53,WZ-114-006,West,28.636785,77.103399,LED,1,72,114,72,72,,,,
54,WZ-114-006,West,28.636809,77.103597,LED,1,72,114,72,72,,,,
55,WZ-114-006,West,28.636789,77.10374,LED,1,72,114,72,72,,,,
56,WZ-114-006,West,28.636783,77.104609,LED,1,72,114,72,72,,,,
57,WZ-114-006,West,28.636796,77.104649,LED,1,72,114,72,72,,,,
58,WZ-114-006,West,28.636527,77.104629,LED,1,72,114,72,72,,,,
59,WZ-114-006,West,28.636547,77.104353,LED,1,70,114,70,70,,,,
60,WZ-114-006,West,28.636545,77.104186,LED,2,72X2,114,72,144,,,,
61,WZ-114-006,West,28.63652,77.103976,LED,1,70,114,70,70,,,,
62,WZ-114-006,West,28.63655,77.103488,LED,2,72X2,114,72,144,,,,
63,WZ-114-006,West,28.636556,77.103098,LED,1,72,114,72,72,,,,
64,WZ-114-006,West,28.636525,77.102736,LED,1,72,114,72,72,,,,
65,WZ-114-006,West,28.636486,77.102247,LED,1,72,114,72,72,,,,
66,WZ-114-006,West,28.636219,77.10221,LED,1,72,114,72,72,,,,
68,WZ-114-006,West,28.636172,77.102606,LED,1,72,114,72,72,,,,
69,WZ-114-006,West,28.636314,77.102721,LED,1,70,114,70,70,,,,
70,WZ-114-006,West,28.636322,77.104686,LED,1,72,114,72,72,,,,
71,WZ-114-006,West,28.63629,77.104704,LED,1,72,114,72,72,,,,
72,WZ-114-006,West,28.63753,77.101728,LED,1,72,114,72,72,,,,
73,WZ-114-006,West,28.63757,77.101854,LED,1,72,114,72,72,,,,
74,WZ-114-006,West,28.63767,77.101719,LED,1,72,114,72,72,,,,
75,WZ-114-006,West,28.637841,77.101723,LED,2,72X2,114,72,144,,,,
76,WZ-114-006,West,28.637847,77.101719,LED,2,72X2,114,72,144,,,,
77,WZ-114-006,West,28.637852,77.101807,LED,1,72,114,72,72,,,,
78,WZ-114-006,West,28.637886,77.101988,LED,1,72,114,72,72,,,,
79,WZ-114-006,West,28.638156,77.10173,LED,1,72,114,72,72,,,,
80,WZ-114-006,West,28.63816,77.102014,LED,1,72,114,72,72,,,,
82,WZ-114-006,West,28.638386,77.101695,LED,2,70X2,114,70,140,,,,
83,WZ-114-006,West,28.63874,77.101631,LED,1,72,114,72,72,,,,
84,WZ-114-006,West,28.638724,77.10167,LED,1,72,114,72,72,,,,
85,WZ-114-006,West,28.638731,77.101773,LED,1,140,114,140,140,,,,
86,WZ-114-006,West,28.638755,77.101817,LED,1,72,114,72,72,,,,
87,WZ-114-006,West,28.638766,77.101909,LED,2,70X2,114,70,140,,,,
88,WZ-114-006,West,28.638787,77.102163,LED,2,70X2,114,70,140,,,,
89,WZ-114-006,West,28.638863,77.102157,LED,1,70,114,70,70,,,,
90,WZ-114-006,West,28.639025,77.102151,LED,2,70X2,114,70,140,,,,
91,WZ-114-006,West,28.639058,77.102199,LED,2,70X2,114,70,140,,,,
93,WZ-114-006,West,28.63897,77.102006,LED,1,70,114,70,70,,,,
96,WZ-114-006,West,28.639017,77.101848,LED,1,70,114,70,70,,,,
97,WZ-114-006,West,28.639019,77.101829,LED,2,72X2,114,72,144,,,,
98,WZ-114-006,West,28.638987,77.101718,LED,2,70X2,114,70,140,,,,
101,WZ-114-006,West,28.6387,77.102164,LED,2,72X2,114,72,144,,,,
102,WZ-114-006,West,28.63877,77.10154,LED,1,72,114,72,72,,,,
103,WZ-114-006,West,28.638595,77.101589,LED,1,72,114,72,72,,,,
106,WZ-114-006,West,28.63832,77.101724,LED,1,72,114,72,72,,,,
107,WZ-114-006,West,28.63733,77.101447,LED,1,72,114,72,72,,,,
108,WZ-114-006,West,28.636165,77.103077,LED,1,72,114,72,72,,,,
109,WZ-114-006,West,28.6362,77.103134,LED,1,72,114,72,72,,,,
110,WZ-114-006,West,28.636231,77.103407,LED,2,72X2,114,72,144,,,,
111,WZ-114-006,West,28.636167,77.103473,LED,1,70,114,70,70,,,,
112,WZ-114-006,West,28.636251,77.103813,LED,1,70,114,70,70,,,,
113,WZ-114-006,West,28.636215,77.103863,LED,1,72,114,72,72,,,,
114,WZ-114-006,West,28.636256,77.103881,LED,1,72,114,72,72,,,,
115,WZ-114-006,West,28.63623,77.103888,LED,1,72,114,72,72,,,,
116,WZ-114-006,West,28.636236,77.10407,LED,2,72X2,114,72,144,,,,
117,WZ-114-006,West,28.636181,77.104262,LED,1,72,114,72,72,,,,
118,WZ-114-006,West,28.63624,77.104699,LED,1,72,114,72,72,,,,
119,WZ-114-006,West,28.636148,77.104665,LED,1,72,114,72,72,,,,
